Gene	S21
BnaC03g39420D--BnaA03g33990D--BnaA03g46120D--BnaC01g35560D	1
BnaC03g39420D--BnaA03g33990D--BnaA03g46120D--BnaC01g35560D--BnaAnng39290D	2
BnaC03g39420D--BnaA03g33990D--BnaA08g30100D	6
BnaC03g39420D--BnaA03g33990D--BnaAnng39290D	9
BnaC03g39420D--BnaA03g46120D	21
BnaC03g39420D--BnaA03g46120D--BnaA08g05810D	5
BnaC03g39420D--BnaA03g46120D--BnaA08g30100D	21
BnaC03g39420D--BnaA08g30100D	23
BnaC03g39420D--BnaAnng39290D	11
BnaC03g39420D--BnaC06g05280D--BnaAnng39290D	1
BnaC03g39430D	1
BnaC03g39440D--BnaA09g23130D--BnaA03g10960D	2
BnaC03g39450D	4
BnaC03g39450D--BnaA03g34000D	3
BnaC03g39450D--BnaA03g34000D--BnaA03g46110D	1
BnaC03g39450D--BnaA03g34000D--BnaA03g46110D--BnaA01g28310D	4
BnaC03g39450D--BnaA03g34000D--BnaA03g46110D--BnaC05g37350D	2
BnaC03g39450D--BnaC05g37350D	1
BnaC03g39460D	119
BnaC03g39460D--BnaA03g34010D	39
BnaC03g39460D--BnaA03g34010D--BnaA03g46100D	9
BnaC03g39460D--BnaA03g46100D	10
BnaC03g39470D	33
BnaC03g39470D--BnaA03g34020D	5
BnaC03g39520D	39
BnaC03g39530D	2
BnaC03g39540D	13
BnaC03g39550D	45
BnaC03g39550D--BnaA03g34100D	7
BnaC03g39560D	1
BnaC03g39560D--BnaA03g34110D	17
BnaC03g39560D--BnaA03g34110D--BnaA05g23460D--BnaC05g37160D	2
BnaC03g39560D--BnaA03g34110D--BnaC05g37160D	1
BnaC03g39560D--BnaA03g34110D--BnaC05g37160D--BnaC01g44580D	12
BnaC03g39600D	5
BnaC03g39600D--BnaC05g44900D--BnaCnng42350D	1
BnaC03g39600D--BnaC05g44910D	7
BnaC03g39600D--BnaCnng42350D	6
BnaC03g39610D	3
BnaC03g39610D--BnaA03g34150D	9
BnaC03g39610D--BnaA03g34150D--BnaA05g36880D	1
BnaC03g39640D--BnaA03g34190D	1
BnaC03g39650D--BnaA03g34200D	4
BnaC03g39660D	2
BnaC03g39670D	43
BnaC03g39670D--BnaA03g34220D	25
BnaC03g39670D--BnaA03g34220D--BnaA01g27770D--BnaC01g44160D	2
BnaC03g39680D	55
BnaC03g39680D--BnaA03g34230D	29
BnaC03g39690D	38
BnaC03g39690D--BnaA03g34240D	70
BnaC03g39710D	4
BnaC03g39710D--BnaCnng21580D	1
BnaC03g39720D	1805
BnaC03g39720D--BnaA01g27710D	384
BnaC03g39720D--BnaA03g34250D	791
BnaC03g39720D--BnaA03g34250D--BnaA05g23180D--BnaC01g35230D--BnaA01g27710D--BnaC05g36580D	8
BnaC03g39720D--BnaA03g34250D--BnaA05g23180D--BnaC01g35230D--BnaC05g36580D	64
BnaC03g39720D--BnaA03g34250D--BnaC01g35230D	162
BnaC03g39720D--BnaA03g34250D--BnaC01g35230D--BnaC05g36580D	2
BnaC03g39720D--BnaC01g35230D	27
BnaC03g39720D--BnaC01g35230D--BnaA01g27710D	4
BnaC03g39740D	22
BnaC03g39740D--BnaA03g34270D	6
BnaC03g39740D--BnaA03g34270D--BnaA05g23160D--BnaCnng40210D	2
BnaC03g39750D	53
BnaC03g39750D--BnaA03g34320D	30
BnaC03g39750D--BnaA03g34320D--BnaA03g34300D--BnaCnng27490D--BnaCnng27500D	14
BnaC03g39750D--BnaA03g34320D--BnaCnng27500D	2
BnaC03g39750D--BnaA05g23050D--BnaC05g36490D	4
BnaC03g39750D--BnaCnng27500D	5
BnaC03g39760D	31
BnaC03g39760D--BnaA03g34330D	9
BnaC03g39780D	51
BnaC03g39780D--BnaA03g34340D	18
BnaC03g39790D	99
BnaC03g39790D--BnaA03g34350D	25
BnaC03g39800D	11
BnaC03g39800D--BnaA03g34360D	6
BnaC03g39810D	1
BnaC03g39810D--BnaA03g34370D	1
BnaC03g39820D	6
BnaC03g39820D--BnaA03g34380D	7
BnaC03g39820D--BnaA03g34380D--BnaA01g27460D--BnaC01g44140D	18
BnaC03g39820D--BnaA05g22970D--BnaC01g44140D	1
BnaC03g39820D--BnaC01g44140D	9
BnaC03g39830D	69
BnaC03g39830D--BnaA03g34390D	1
BnaC03g39850D	145
BnaC03g39850D--BnaC01g34900D	13
BnaC03g39850D--BnaC02g15270D	22
BnaC03g39850D--BnaC09g33910D--BnaCnng14240D--BnaCnng30910D--BnaCnng72190D	4
BnaC03g39850D--BnaC09g33910D--BnaCnng30910D	24
BnaC03g39850D--BnaC09g33910D--BnaCnng30910D--BnaCnng72190D	9
BnaC03g39850D--BnaCnng14240D--BnaCnng30910D	7
BnaC03g39850D--BnaCnng30910D	10
BnaC03g39860D	21
BnaC03g39860D--BnaA03g34420D	2
BnaC03g39860D--BnaA03g34430D	18
BnaC03g39870D	1
BnaC03g39870D--BnaA03g34440D	1
BnaC03g39900D	53
BnaC03g39900D--BnaA03g34480D	5
BnaC03g39900D--BnaA03g34480D--BnaA01g27230D--BnaC01g34700D	1
BnaC03g39900D--BnaC03g39940D	4
BnaC03g39910D--BnaA03g34490D	1
BnaC03g39910D--BnaC03g39950D--BnaA03g34490D	1
BnaC03g39920D	7
BnaC03g39940D	43
BnaC03g39950D	10
BnaC03g39950D--BnaA03g34490D	2
BnaC03g39950D--BnaA03g34490D--BnaCnng16690D--BnaCnng65760D	1
BnaC03g39960D	2
BnaC03g39960D--BnaA03g34500D	1
BnaC03g39970D	624
BnaC03g39970D--BnaA03g34510D	389
BnaC03g39970D--BnaC03g20310D--BnaA03g34510D--BnaA09g00390D--BnaC04g08360D--BnaA03g16860D--BnaCnng75920D	1
BnaC03g39980D	165
BnaC03g39980D--BnaA03g34520D	93
BnaC03g39980D--BnaA03g34520D--BnaA05g22770D--BnaC05g36050D	2
BnaC03g39980D--BnaA03g34520D--BnaC05g36050D	33
BnaC03g39980D--BnaA05g22770D--BnaC05g36050D	3
BnaC03g39980D--BnaC05g36050D	7
BnaC03g39980D--BnaCnng16730D--BnaA01g36930D	1
BnaC03g39990D	24
BnaC03g39990D--BnaA03g34530D	35
BnaC03g40030D	233
BnaC03g40030D--BnaA03g34540D	32
BnaC03g40040D	316
BnaC03g40040D--BnaA03g34550D	382
BnaC03g40040D--BnaA05g22710D	5
BnaC03g40050D	1
BnaC03g40050D--BnaA03g34560D	1
BnaC03g40070D	61
BnaC03g40070D--BnaA03g34680D--BnaCnng45430D	12
BnaC03g40070D--BnaA03g34700D	3
BnaC03g40070D--BnaC07g08060D--BnaC03g43890D--BnaC04g42810D	1
BnaC03g40070D--BnaCnng45430D	10
BnaC03g40090D--BnaC03g40140D	9
BnaC03g40100D--BnaC03g40130D	1
BnaC03g40100D--BnaC03g40130D--BnaA03g34720D	1
BnaC03g40110D--BnaC03g40120D--BnaA03g34740D--BnaA05g22470D	1
BnaC03g40110D--BnaC03g40120D--BnaC03g40170D--BnaA03g34740D--BnaA05g22470D	2
BnaC03g40110D--BnaC03g40170D	1
BnaC03g40110D--BnaC03g40170D--BnaA03g34740D	2
BnaC03g40160D	1
BnaC03g40170D	18
BnaC03g40170D--BnaA03g34740D	3
BnaC03g40170D--BnaA05g22470D	2
BnaC03g40200D	447
BnaC03g40200D--BnaA03g34760D	53
BnaC03g40200D--BnaC05g35710D	24
BnaC03g40240D	214
BnaC03g40240D--BnaAnng41090D	105
BnaC03g40250D	1012
BnaC03g40250D--BnaA03g34780D	945
BnaC03g40250D--BnaA03g34780D--BnaA05g22420D--BnaC05g35690D	6
BnaC03g40250D--BnaA03g34780D--BnaA09g27970D	3
BnaC03g40250D--BnaA03g34780D--BnaA09g27970D--BnaA09g27570D	7
BnaC03g40250D--BnaA03g34780D--BnaC05g35690D	41
BnaC03g40250D--BnaA03g34780D--BnaCnng57900D--BnaAnng27730D	1
BnaC03g40250D--BnaA05g22420D	12
BnaC03g40250D--BnaA05g22420D--BnaC05g35690D	2
BnaC03g40250D--BnaA05g22420D--BnaCnng57900D	1
BnaC03g40250D--BnaAnng27730D	13
BnaC03g40250D--BnaC05g35690D	31
BnaC03g40250D--BnaC05g35690D--BnaAnng27730D	99
BnaC03g40250D--BnaC05g35690D--BnaCnng57900D--BnaAnng27730D	24
BnaC03g40250D--BnaCnng57900D	1
BnaC03g40250D--BnaCnng57900D--BnaAnng27730D	93
BnaC03g40300D	210
BnaC03g40300D--BnaAnng10980D	76
BnaC03g40300D--BnaC01g34610D--BnaAnng10980D	4
BnaC03g40300D--BnaC06g07210D	6
BnaC03g40340D	4
BnaC03g40340D--BnaAnng11020D	3
BnaC03g40350D	211
BnaC03g40350D--BnaA05g22270D	12
BnaC03g40350D--BnaA05g22270D--BnaAnng11030D	3
BnaC03g40350D--BnaA05g22270D--BnaC05g35510D	3
BnaC03g40350D--BnaAnng11030D	77
BnaC03g40350D--BnaC05g35510D	5
BnaC03g40380D	5
BnaC03g40380D--BnaAnng11050D	4
BnaC03g40390D	25
BnaC03g40390D--BnaA01g27100D--BnaAnng11060D	3
BnaC03g40390D--BnaAnng11060D	51
BnaC03g40400D	1
BnaC03g40410D	25
BnaC03g40410D--BnaA05g22160D--BnaCnng17710D--BnaAnng11090D	1
BnaC03g40410D--BnaAnng11090D	17
BnaC03g40420D	45
BnaC03g40420D--BnaAnng11100D	11
BnaC03g40440D	69
BnaC03g40440D--BnaAnng11120D	41
BnaC03g40450D	4
BnaC03g40450D--BnaAnng11130D	6
BnaC03g40460D	355
BnaC03g40460D--BnaAnng11140D	662
BnaC03g40460D--BnaC05g35010D--BnaAnng11140D	3
BnaC03g40470D	50
BnaC03g40470D--BnaAnng11150D	4
BnaC03g40470D--BnaAnng11160D	1
BnaC03g40480D	183
BnaC03g40480D--BnaA01g26770D--BnaAnng11170D	3
BnaC03g40480D--BnaAnng11170D	211
BnaC03g40480D--BnaAnng11170D--BnaCnng38170D	4
BnaC03g40480D--BnaC01g34200D--BnaA01g26770D--BnaAnng11170D	18
BnaC03g40480D--BnaC03g69520D--BnaAnng11170D	8
BnaC03g40480D--BnaC03g69520D--BnaAnng11170D--BnaCnng38170D	5
BnaC03g40480D--BnaC03g69520D--BnaC07g32590D--BnaAnng11170D	4
BnaC03g40480D--BnaC03g69520D--BnaC07g32590D--BnaAnng11170D--BnaCnng38170D	4
BnaC03g40480D--BnaC07g32590D--BnaAnng11170D--BnaCnng38170D	7
BnaC03g40480D--BnaC07g32590D--BnaCnng38170D	3
BnaC03g40480D--BnaCnng38170D	2
BnaC03g40490D	2
BnaC03g40490D--BnaA01g26760D--BnaAnng11180D--BnaCnng55590D--BnaCnng60050D--BnaCnng63190D--BnaCnng66480D	1
BnaC03g40490D--BnaAnng11180D	1
BnaC03g40490D--BnaAnng11180D--BnaCnng55590D	2
BnaC03g40490D--BnaAnng11180D--BnaCnng55590D--BnaCnng60050D--BnaCnng66480D	1
BnaC03g40500D	81
BnaC03g40500D--BnaAnng27390D	16
BnaC03g40510D	79
BnaC03g40510D--BnaA01g26720D	2
BnaC03g40510D--BnaA03g34790D	24
BnaC03g40510D--BnaA03g34790D--BnaA01g26720D--BnaCnng63170D	1
BnaC03g40530D	1
BnaC03g40560D	2
BnaC03g40560D--BnaA03g34840D	1
BnaC03g40570D	95
BnaC03g40570D--BnaA03g34850D	23
BnaC03g40570D--BnaA05g21560D	1
BnaC03g40570D--BnaA05g21560D--BnaA01g26650D	1
BnaC03g40580D	51
BnaC03g40580D--BnaA03g34860D	26
BnaC03g40580D--BnaA05g21530D--BnaC05g34530D	1
BnaC03g40610D	53
BnaC03g40610D--BnaA03g34870D	29
BnaC03g40610D--BnaC05g34420D	1
BnaC03g40620D	29
BnaC03g40620D--BnaA03g34880D	15
BnaC03g40620D--BnaA05g21460D--BnaC05g34410D	1
BnaC03g40630D	15
BnaC03g40630D--BnaA03g34890D	3
BnaC03g40660D	246
BnaC03g40660D--BnaA01g26560D--BnaC01g43880D	1
BnaC03g40660D--BnaA03g34910D	10
BnaC03g40670D	18
BnaC03g40670D--BnaA03g34920D	1
BnaC03g40680D	176
BnaC03g40680D--BnaA03g34930D	60
BnaC03g40700D	14
BnaC03g40710D	1
BnaC03g40730D	58
BnaC03g40740D	267
BnaC03g40750D	11
BnaC03g40750D--BnaC03g40740D	425
BnaC03g40790D	5
BnaC03g40800D	50
BnaC03g40810D	70
BnaC03g40820D	26
BnaC03g40840D	9
BnaC03g40860D	621
BnaC03g40860D--BnaC01g43760D	1
BnaC03g40870D	75
BnaC03g40880D	69
BnaC03g40930D	14
BnaC03g40960D	73
BnaC03g40970D	72
BnaC03g40990D	12
BnaC03g40990D--BnaC03g40980D	16
BnaC03g41000D	6
BnaC03g41040D	2
BnaC03g41050D	83
BnaC03g41070D	1
BnaC03g41100D	5
BnaC03g41110D	27
BnaC03g41120D	31
BnaC03g41130D	86
BnaC03g41130D--BnaA05g36790D	1
BnaC03g41130D--BnaC01g33090D--BnaA01g25900D	9
BnaC03g41150D	1
BnaC03g41180D	16
BnaC03g41240D	2
BnaC03g41280D	2
BnaC03g41290D	25
BnaC03g41300D	27
BnaC03g41310D	33
BnaC03g41320D	68
BnaC03g41330D	74
BnaC03g41340D	36
BnaC03g41350D	29
BnaC03g41430D	26
BnaC03g41440D	1
BnaC03g41460D	10
BnaC03g41470D	6
BnaC03g41480D	8
BnaC03g41490D	98
BnaC03g41500D	34
BnaC03g41510D	12
BnaC03g41530D	110
BnaC03g41540D	94
BnaC03g41550D	20
BnaC03g41590D	7
BnaC03g41600D	10
BnaC03g41610D	440
BnaC03g41620D	60
BnaC03g41640D	125
BnaC03g41670D	40
BnaC03g41690D	12
BnaC03g41700D	225
BnaC03g41710D	2
BnaC03g41720D	310
BnaC03g41720D--BnaA01g25600D	3
BnaC03g41720D--BnaCnng10730D	21
BnaC03g41720D--BnaCnng10730D--BnaA01g25600D	4
BnaC03g41740D	287
BnaC03g41770D	2
BnaC03g41790D	8
BnaC03g41790D--BnaCnng55620D	11
BnaC03g41820D	91
BnaC03g41830D	42
BnaC03g41830D--BnaA01g25490D	2
BnaC03g41840D	30
BnaC03g41850D	545
BnaC03g41860D	124
BnaC03g41860D--BnaA01g25380D	1
BnaC03g41860D--BnaAnng17540D	1
BnaC03g41880D	23
BnaC03g41880D--BnaA01g25350D	1
BnaC03g41890D	54
BnaC03g41900D	28
BnaC03g41910D	94
BnaC03g41910D--BnaC05g30850D	4
BnaC03g41920D	12
BnaC03g41930D	431
BnaC03g41960D	6
BnaC03g41970D	141
BnaC03g41990D	6
BnaC03g42000D	113
BnaC03g42030D	87
BnaC03g42040D	45
BnaC03g42040D--BnaA03g36180D	24
BnaC03g42040D--BnaA03g36180D--BnaA05g36740D	1
BnaC03g42050D	1
BnaC03g42050D--BnaA03g36200D	1
BnaC03g42060D	2
BnaC03g42060D--BnaA03g36210D	2
BnaC03g42070D--BnaA03g36230D	1
BnaC03g42110D	18
BnaC03g42110D--BnaA03g36260D	9
BnaC03g42150D	5
BnaC03g42150D--BnaA03g36300D	2
BnaC03g42170D	21
BnaC03g42170D--BnaA03g36320D	3
BnaC03g42180D	2
BnaC03g42190D	26
BnaC03g42190D--BnaA03g36340D	21
BnaC03g42200D	2
BnaC03g42210D	3
BnaC03g42210D--BnaA03g36360D	8
BnaC03g42210D--BnaA05g19610D--BnaC05g30700D--BnaA03g36360D	1
BnaC03g42220D	1
BnaC03g42220D--BnaA03g36370D	1
BnaC03g42230D	19
BnaC03g42250D	6
BnaC03g42260D	39
BnaC03g42290D	12
BnaC03g42310D	1
BnaC03g42310D--BnaA05g19530D	1
BnaC03g42320D	2
BnaC03g42330D	2
BnaC03g42340D	1
BnaC03g42340D--BnaCnng72640D	1
BnaC03g42350D	340
BnaC03g42360D	453
BnaC03g42360D--BnaC07g50550D	6
BnaC03g42380D	5
BnaC03g42410D	26
BnaC03g42420D	128
BnaC03g42440D	2
BnaC03g42450D	1
BnaC03g42490D	5
BnaC03g42510D	1
BnaC03g42520D	1
BnaC03g42560D	10
BnaC03g42570D	4
BnaC03g42590D	40
BnaC03g42610D	164
BnaC03g42610D--BnaAnng10340D	2
BnaC03g42620D	7
BnaC03g42630D	7
BnaC03g42630D--BnaC03g42720D	51
BnaC03g42640D	3
BnaC03g42720D	15
BnaC03g42740D	215
BnaC03g42750D	43
BnaC03g42760D	93
BnaC03g42760D--BnaA05g16440D	38
BnaC03g42770D	7
BnaC03g42780D	491
BnaC03g42780D--BnaA01g36620D	6
BnaC03g42780D--BnaC01g31600D--BnaA01g36620D	1
BnaC03g42800D	1
BnaC03g42810D	13
BnaC03g42820D	90
BnaC03g42850D	12
BnaC03g42870D	9
BnaC03g42880D	2
BnaC03g42890D	8
BnaC03g42900D	19
BnaC03g42920D	32
BnaC03g42920D--BnaA01g24550D--BnaCnng28640D	2
BnaC03g42930D	15
BnaC03g42940D	46
BnaC03g42950D	1
BnaC03g42960D	55
BnaC03g42970D	1
BnaC03g43000D	1
BnaC03g43040D--BnaC03g43010D	3
BnaC03g43050D	2
BnaC03g43060D	40
BnaC03g43080D--BnaC04g19530D	1
BnaC03g43090D--BnaA09g17090D--BnaA02g22660D--BnaA10g28430D--BnaCnng36540D--BnaCnng62490D	3
BnaC03g43090D--BnaA09g17090D--BnaA02g22660D--BnaA10g28430D--BnaCnng62490D	10
BnaC03g43090D--BnaA09g17090D--BnaAnng09960D--BnaA10g28430D--BnaCnng62490D	4
BnaC03g43090D--BnaAnng09960D--BnaA10g28430D--BnaCnng62490D	3
BnaC03g43090D--BnaAnng09960D--BnaCnng62490D	3
BnaC03g43090D--BnaC02g31030D--BnaA02g22660D--BnaA10g28430D--BnaCnng62490D	1
BnaC03g43090D--BnaC02g31030D--BnaA09g17090D--BnaA02g22660D--BnaA10g28430D--BnaCnng36540D--BnaCnng62490D	3
BnaC03g43090D--BnaC02g31030D--BnaA09g17090D--BnaA02g22660D--BnaA10g28430D--BnaCnng62490D	4
BnaC03g43090D--BnaC02g31030D--BnaAnng09960D	28
BnaC03g43090D--BnaC02g31030D--BnaAnng09960D--BnaA10g28430D	2
BnaC03g43090D--BnaC03g68530D--BnaA10g28430D--BnaA08g29860D	2
BnaC03g43090D--BnaC03g68530D--BnaC06g03480D--BnaA10g28430D--BnaA08g29860D	6
BnaC03g43100D	197
BnaC03g43110D	497
BnaC03g43120D	13
BnaC03g43130D--BnaC03g43120D	2
BnaC03g43130D--BnaC03g43120D--BnaC01g31190D	2
BnaC03g43140D--BnaA07g08350D	1
BnaC03g43200D	124
BnaC03g43210D--BnaC04g19510D	1
BnaC03g43240D	12
BnaC03g43250D	1
BnaC03g43250D--BnaC01g27340D--BnaC02g23230D	2
BnaC03g43270D	45
BnaC03g43290D	56
BnaC03g43290D--BnaA01g23850D	13
BnaC03g43300D	60
BnaC03g43310D--BnaC06g17750D	8
BnaC03g43330D	10
BnaC03g43340D	58
BnaC03g43360D	1
BnaC03g43360D--BnaC06g14690D	4
BnaC03g43360D--BnaC09g27530D--BnaC04g15560D--BnaC05g32140D	1
BnaC03g43380D--BnaC03g43370D	1
BnaC03g43410D	71
BnaC03g43420D	40
BnaC03g43430D	130
BnaC03g43430D--BnaA01g23340D	2
BnaC03g43470D	39
BnaC03g43490D	459
BnaC03g43500D	1391
BnaC03g43510D	37
BnaC03g43530D	616
BnaC03g43530D--BnaC07g48200D	8
BnaC03g43540D	26
BnaC03g43570D	36
BnaC03g43570D--BnaC09g21440D	8
BnaC03g43580D	3
BnaC03g43590D	3
BnaC03g43600D	141
BnaC03g43610D	22
BnaC03g43630D	1
BnaC03g43630D--BnaAnng20860D	1
BnaC03g43650D	1
BnaC03g43660D--BnaA03g57920D	7
BnaC03g43680D	6
BnaC03g43680D--BnaA06g32860D	1
BnaC03g43680D--BnaC03g28950D	5
BnaC03g43680D--BnaC03g28950D--BnaC04g56260D	6
BnaC03g43680D--BnaC04g41830D--BnaA06g32870D--BnaC04g56260D	1
BnaC03g43680D--BnaC04g41830D--BnaC03g28950D--BnaA06g32870D--BnaC04g56260D	6
BnaC03g43680D--BnaC04g41830D--BnaC03g28950D--BnaC04g56260D	7
BnaC03g43680D--BnaC04g41830D--BnaC04g56260D	1
BnaC03g43700D	8
BnaC03g43700D--BnaCnng50850D	5
BnaC03g43710D	46
BnaC03g43730D	1
BnaC03g43740D	2
BnaC03g43740D--BnaAnng29300D	1
BnaC03g43750D	3
BnaC03g43790D	228
BnaC03g43800D	115
BnaC03g43810D	754
BnaC03g43820D	1
BnaC03g43830D	1
BnaC03g43880D	7
BnaC03g43890D	62
BnaC03g43900D	9
BnaC03g43920D	58
BnaC03g43920D--BnaC03g43880D	1
BnaC03g43940D	91
BnaC03g43940D--BnaC03g43880D	154
BnaC03g43940D--BnaC03g43920D--BnaC03g43880D	45
BnaC03g43960D	2
BnaC03g43970D--BnaCnng26720D	1
BnaC03g43990D	14
BnaC03g44040D	42
BnaC03g44060D	118
BnaC03g44080D	1
BnaC03g44100D	90
BnaC03g44110D	1367
BnaC03g44140D	9
BnaC03g44150D	34
BnaC03g44160D	52
BnaC03g44170D	11
BnaC03g44180D	24
BnaC03g44190D	67
BnaC03g44210D	27
BnaC03g44220D	17
BnaC03g44220D--BnaC03g44250D	18
BnaC03g44230D	74
BnaC03g44230D--BnaC03g44260D	103
BnaC03g44240D	15
BnaC03g44240D--BnaC03g44270D	3
BnaC03g44260D	3
BnaC03g44290D	35
BnaC03g44300D	1
BnaC03g44300D--BnaA06g13400D	1
BnaC03g44300D--BnaA06g13400D--BnaA02g27260D--BnaA06g39780D	5
BnaC03g44340D	3830
BnaC03g44350D	26
BnaC03g44350D--BnaA03g57890D	2
BnaC03g44360D	5
BnaC03g44410D	19
BnaC03g44420D	382
BnaC03g44420D--BnaA03g57920D	111
BnaC03g44430D	991
BnaC03g44430D--BnaA03g57930D	1201
BnaC03g44440D	7
BnaC03g44440D--BnaA05g15160D--BnaA03g57680D	12
BnaC03g44450D	74
BnaC03g44450D--BnaA03g57660D	109
BnaC03g44460D	22
BnaC03g44460D--BnaA03g57650D	32
BnaC03g44470D	3
BnaC03g44470D--BnaC09g53730D	1
BnaC03g44480D	11
BnaC03g44480D--BnaA03g57880D	2
BnaC03g44480D--BnaAnng38720D	6
BnaC03g44480D--BnaC07g47900D	1
BnaC03g44490D	400
BnaC03g44490D--BnaA03g57860D	19
BnaC03g44490D--BnaA03g57860D--BnaA03g57870D	2
BnaC03g44490D--BnaA03g57870D	99
BnaC03g44490D--BnaA07g04790D	31
BnaC03g44490D--BnaA07g04790D--BnaA03g57870D	1
BnaC03g44490D--BnaA07g04790D--BnaC07g47930D--BnaA03g57860D--BnaA03g57870D	4
BnaC03g44490D--BnaA07g04790D--BnaC07g47930D--BnaA03g57870D	6
BnaC03g44490D--BnaC03g44500D	57
BnaC03g44490D--BnaC03g44500D--BnaA03g57860D	17
BnaC03g44490D--BnaC03g44500D--BnaA03g57860D--BnaA03g57870D	32
BnaC03g44490D--BnaC03g44500D--BnaA03g57870D	10
BnaC03g44490D--BnaC03g44500D--BnaA07g04790D--BnaA03g57870D	1
BnaC03g44500D	371
BnaC03g44500D--BnaA03g57860D	94
BnaC03g44500D--BnaA03g57860D--BnaA03g57870D	69
BnaC03g44500D--BnaA03g57870D	73
BnaC03g44500D--BnaC07g47930D	7
BnaC03g44510D--BnaA03g57850D	4
BnaC03g44530D	141
BnaC03g44530D--BnaA03g57840D	25
BnaC03g44540D	40
BnaC03g44540D--BnaA03g57830D	27
BnaC03g44550D	12
BnaC03g44550D--BnaA03g57820D	18
BnaC03g44550D--BnaA07g04810D--BnaA03g57820D	2
BnaC03g44570D	19
BnaC03g44570D--BnaA03g57740D	2
BnaC03g44570D--BnaC03g44640D--BnaC03g44650D	37
BnaC03g44570D--BnaC03g44640D--BnaC03g44650D--BnaA03g57740D	1
BnaC03g44570D--BnaC03g44650D--BnaA03g57740D	2
BnaC03g44590D	1
BnaC03g44640D	578
BnaC03g44640D--BnaA03g57740D	499
BnaC03g44640D--BnaC03g44650D	179
BnaC03g44640D--BnaC03g44650D--BnaA03g57740D	136
BnaC03g44650D--BnaA03g57740D	118
BnaC03g44660D	12
BnaC03g44660D--BnaA03g57730D	121
BnaC03g44660D--BnaA03g57730D--BnaC03g74260D	79
BnaC03g44660D--BnaC03g74260D	26
BnaC03g44680D--BnaA03g57720D	1
BnaC03g44690D	263
BnaC03g44700D	3
BnaC03g44710D	2
BnaC03g44720D	4
BnaC03g44730D	101
BnaC03g44740D	78
BnaC03g44750D	129
BnaC03g44760D	63
BnaC03g44770D	18
BnaC03g44780D	43
BnaC03g44790D	43
BnaC03g44800D	70
BnaC03g44840D	4
BnaC03g44840D--BnaC08g47200D	2
BnaC03g44850D	3
BnaC03g44860D	5
BnaC03g44870D	3
BnaC03g44900D	16
BnaC03g44910D	4
BnaC03g44920D	17
BnaC03g44930D	362
BnaC03g44940D	26
BnaC03g44950D	42
BnaC03g44960D	8
BnaC03g44970D	33
BnaC03g44980D	289
BnaC03g44990D	213
BnaC03g45000D	31
BnaC03g45010D	300
BnaC03g45020D	239
BnaC03g45030D	224
BnaC03g45040D	61
BnaC03g45050D	123
BnaC03g45070D	11
BnaC03g45080D	15
BnaC03g45100D	136
BnaC03g45110D	177
BnaC03g45130D	191
BnaC03g45140D	456
BnaC03g45150D	2
BnaC03g45160D	133
BnaC03g45160D--BnaA03g38320D	91
BnaC03g45180D	1839
BnaC03g45180D--BnaA03g38340D	2991
BnaC03g45180D--BnaA03g38340D--BnaA09g08290D	6
BnaC03g45180D--BnaA09g08290D	3
BnaC03g45200D	125
BnaC03g45200D--BnaA03g38360D	48
BnaC03g45200D--BnaA03g38360D--BnaC08g08500D	1
BnaC03g45200D--BnaC08g08500D	6
BnaC03g45210D	54
BnaC03g45210D--BnaA03g38380D	17
BnaC03g45230D	6
BnaC03g45230D--BnaA03g38400D	5
BnaC03g45240D	17
BnaC03g45240D--BnaA03g38410D	5
BnaC03g45260D	266
BnaC03g45260D--BnaA03g38420D	347
BnaC03g45280D	196
BnaC03g45280D--BnaA03g38440D	291
BnaC03g45280D--BnaA03g38440D--BnaA03g38450D	40
BnaC03g45280D--BnaA03g38440D--BnaA03g38470D	234
BnaC03g45280D--BnaA03g38470D	111
BnaC03g45290D	40
BnaC03g45290D--BnaA03g38480D	33
BnaC03g45300D	14
BnaC03g45300D--BnaA03g38500D	26
BnaC03g45310D	1
BnaC03g45320D	8
BnaC03g45320D--BnaA03g38510D	13
BnaC03g45330D	43
BnaC03g45330D--BnaA03g38520D	14
BnaC03g45340D	27
BnaC03g45340D--BnaA03g38530D	13
BnaC03g45350D	1
BnaC03g45350D--BnaA03g38540D	7
BnaC03g45380D	5
BnaC03g45380D--BnaA03g38560D	1
BnaC03g45410D	12
BnaC03g45410D--BnaA03g38570D	8
BnaC03g45420D	218
BnaC03g45420D--BnaA03g38590D	104
BnaC03g45430D	6
BnaC03g45430D--BnaA03g38600D	13
BnaC03g45440D	2
BnaC03g45440D--BnaA03g38600D	4
BnaC03g45450D	28
BnaC03g45450D--BnaA03g38610D	14
BnaC03g45460D--BnaA03g38620D	9
BnaC03g45470D	20450
BnaC03g45470D--BnaA03g38630D	1429
BnaC03g45490D	5
BnaC03g45490D--BnaA03g38680D	1
BnaC03g45500D	4
BnaC03g45500D--BnaA03g38700D	4
BnaC03g45500D--BnaA03g38700D--BnaA09g08460D	2
BnaC03g45510D	3
BnaC03g45530D	19
BnaC03g45530D--BnaA03g38720D	5
BnaC03g45530D--BnaA08g26320D	2
BnaC03g45530D--BnaAnng20450D	28
BnaC03g45530D--BnaC02g09610D--BnaAnng20450D	10
BnaC03g45530D--BnaC02g09610D--BnaC02g09640D--BnaAnng20450D	3
